HomeTeam,AwayTeam,FTR,head_to_head_games,head_to_head_goals_scored_home_team,head_to_head_goals_conceded_home_team,head_to_head_goals_scored_away_team,head_to_head_goals_conceded_away_team,home_average_goals_scored_5,home_average_goals_conceded_5,home_average_goal_difference_5,away_average_goals_scored_5,away_average_goals_conceded_5,away_average_goal_difference_5,home_average_goals_scored_10,home_average_goals_conceded_10,home_average_goal_difference_10,away_average_goals_scored_10,away_average_goals_conceded_10,away_average_goal_difference_10,home_average_goals_scored_20,home_average_goals_conceded_20,home_average_goal_difference_20,away_average_goals_scored_20,away_average_goals_conceded_20,away_average_goal_difference_20
Antwerp,Genk,A,10,18.0,20.0,20.0,18.0,1.4,0.8,0.5999999999999999,0.8,0.8,0.0,1.4,0.7,0.7,1.0,1.0,0.0,1.8,1.0,0.8,1.6,1.05,0.55
Standard,Oud-Heverlee Leuven,D,8,10.0,13.0,13.0,10.0,2.0,2.0,0.0,1.0,1.8,-0.8,1.5,1.6,-0.10000000000000009,1.0,1.1,-0.10000000000000009,1.05,1.75,-0.7,0.9,1.55,-0.65
Charleroi,RWD Molenbeek,D,2,2.0,1.0,1.0,2.0,0.2,1.2,-1.0,0.8,2.8,-1.9999999999999998,0.5,1.8,-1.3,0.9,2.7,-1.8000000000000003,0.8,1.65,-0.8499999999999999,1.0,2.35,-1.35
Mechelen,St Truiden,A,10,10.0,13.0,13.0,10.0,2.4,1.2,1.2,1.0,1.0,0.0,2.0,1.0,1.0,1.3,1.5,-0.19999999999999996,1.55,1.0,0.55,1.3,1.4,-0.09999999999999987
Genk,St. Gilloise,H,6,7.0,7.0,7.0,7.0,1.2,1.0,0.19999999999999996,1.8,0.8,1.0,1.0,1.1,-0.10000000000000009,1.9,1.1,0.7999999999999998,1.75,1.05,0.7,2.05,0.95,1.0999999999999999
Cercle Brugge,Club Brugge,D,10,9.0,16.0,16.0,9.0,1.8,0.8,1.0,1.8,1.2,0.6000000000000001,1.9,1.2,0.7,2.4,1.2,1.2,1.6,1.15,0.4500000000000002,1.95,0.9,1.0499999999999998
St Truiden,Westerlo,H,4,7.0,6.0,6.0,7.0,0.8,1.8,-1.0,0.8,1.4,-0.5999999999999999,1.2,1.7,-0.5,1.2,1.9,-0.7,1.2,1.6,-0.40000000000000013,1.55,1.75,-0.19999999999999996
Anderlecht,Antwerp,H,10,10.0,7.0,7.0,10.0,2.0,0.6,1.4,1.4,0.8,0.5999999999999999,1.9,0.9,0.9999999999999999,1.8,0.7,1.1,2.1,1.0,1.1,1.9,1.1,0.7999999999999998
Oud-Heverlee Leuven,Mechelen,A,8,15.0,8.0,8.0,15.0,0.6,1.2,-0.6,2.0,0.8,1.2,0.9,0.9,0.0,1.9,0.9,0.9999999999999999,1.0,1.4,-0.3999999999999999,1.4,1.1,0.2999999999999998
Gent,Standard,H,10,18.0,12.0,12.0,18.0,2.4,1.4,1.0,2.0,1.4,0.6000000000000001,1.7,1.8,-0.10000000000000009,1.4,1.2,0.19999999999999996,1.85,1.4,0.4500000000000002,1.15,1.6,-0.4500000000000002
Cercle Brugge,RWD Molenbeek,H,1,1.0,2.0,2.0,1.0,1.4,1.0,0.3999999999999999,0.8,2.8,-1.9999999999999998,1.5,1.4,0.10000000000000009,0.9,2.6,-1.7000000000000002,1.55,1.25,0.30000000000000004,1.05,2.25,-1.2
Gent,Charleroi,H,9,13.0,11.0,11.0,13.0,1.6,1.8,-0.19999999999999996,0.4,0.8,-0.4,1.4,1.8,-0.40000000000000013,0.8,1.4,-0.5999999999999999,1.65,1.45,0.19999999999999996,0.9,1.45,-0.5499999999999999
Oud-Heverlee Leuven,Mechelen,H,7,14.0,8.0,8.0,14.0,0.4,1.4,-0.9999999999999999,2.2,0.8,1.4000000000000001,1.1,0.9,0.20000000000000007,2.0,1.1,0.8999999999999999,1.05,1.55,-0.5,1.45,1.2,0.25
Westerlo,Genk,D,3,6.0,12.0,12.0,6.0,1.0,1.6,-0.6000000000000001,1.2,1.0,0.19999999999999996,1.4,1.8,-0.40000000000000013,1.2,1.0,0.19999999999999996,1.55,1.7,-0.1499999999999999,1.75,1.05,0.7
Antwerp,St. Gilloise,D,5,8.0,9.0,9.0,8.0,2.0,0.6,1.4,2.0,1.0,1.0,1.7,0.9,0.7999999999999999,1.9,1.1,0.7999999999999998,2.05,1.1,0.9499999999999997,2.2,0.9,1.3000000000000003
St Truiden,Club Brugge,H,9,5.0,20.0,20.0,5.0,0.6,1.6,-1.0,2.4,0.8,1.5999999999999999,1.1,1.7,-0.5999999999999999,2.4,1.1,1.2999999999999998,1.1,1.75,-0.6499999999999999,1.95,0.9,1.0499999999999998
Anderlecht,Kortrijk,A,9,17.0,15.0,15.0,17.0,2.6,0.6,2.0,0.8,2.0,-1.2,2.1,0.8,1.3,0.9,1.5,-0.6,2.25,1.0,1.25,0.65,1.8,-1.15
Standard,Eupen,H,9,20.0,7.0,7.0,20.0,1.4,1.4,0.0,0.2,1.8,-1.6,1.1,1.3,-0.19999999999999996,0.3,1.4,-1.0999999999999999,1.05,1.65,-0.5999999999999999,0.6,1.8,-1.2000000000000002
Eupen,St Truiden,H,9,9.0,14.0,14.0,9.0,0.0,2.0,-2.0,0.8,2.2,-1.4000000000000001,0.3,1.6,-1.3,1.2,1.6,-0.40000000000000013,0.6,1.95,-1.35,1.15,1.75,-0.6000000000000001
St. Gilloise,Gent,D,5,6.0,2.0,2.0,6.0,2.0,0.8,1.2,1.4,1.8,-0.40000000000000013,2.0,1.1,0.8999999999999999,1.7,1.7,0.0,2.3,0.9,1.4,1.65,1.45,0.19999999999999996
Club Brugge,Oud-Heverlee Leuven,H,7,14.0,5.0,5.0,14.0,2.0,1.0,1.0,0.8,0.8,0.0,2.7,1.1,1.6,1.0,1.0,0.0,1.85,0.9,0.9500000000000001,1.05,1.5,-0.44999999999999996
Genk,Standard,H,9,9.0,11.0,11.0,9.0,1.0,1.2,-0.19999999999999996,1.8,1.6,0.19999999999999996,1.2,1.2,0.0,1.1,1.5,-0.3999999999999999,1.85,1.2,0.6500000000000001,1.15,1.65,-0.5
RWD Molenbeek,Anderlecht,A,1,1.0,2.0,2.0,1.0,1.2,2.6,-1.4000000000000001,2.2,0.6,1.6,1.0,2.9,-1.9,2.0,0.9,1.1,1.1,2.15,-1.0499999999999998,2.25,1.05,1.2
Charleroi,Cercle Brugge,D,9,23.0,11.0,11.0,23.0,0.4,1.0,-0.6,2.2,1.2,1.0000000000000002,0.8,1.5,-0.7,1.8,1.4,0.40000000000000013,0.95,1.6,-0.6500000000000001,1.6,1.35,0.25
Kortrijk,Antwerp,A,9,7.0,21.0,21.0,7.0,1.0,1.8,-0.8,2.2,0.8,1.4000000000000001,0.9,1.7,-0.7999999999999999,1.8,1.1,0.7,0.75,1.8,-1.05,2.0,1.1,0.8999999999999999
Mechelen,Westerlo,H,3,8.0,8.0,8.0,8.0,1.8,0.6,1.2000000000000002,0.8,1.6,-0.8,2.0,1.0,1.0,1.5,1.7,-0.19999999999999996,1.3,1.15,0.15000000000000013,1.65,1.7,-0.050000000000000044
Kortrijk,RWD Molenbeek,H,1,1.0,1.0,1.0,1.0,1.0,2.0,-1.0,1.2,2.6,-1.4000000000000001,0.6,1.9,-1.2999999999999998,1.1,2.6,-1.5,0.6,1.75,-1.15,1.1,2.15,-1.0499999999999998
Anderlecht,Eupen,H,9,20.0,9.0,9.0,20.0,2.4,1.0,1.4,0.0,2.0,-2.0,2.0,1.0,1.0,0.3,1.7,-1.4,2.25,1.1,1.15,0.65,2.0,-1.35
Antwerp,St Truiden,H,9,12.0,7.0,7.0,12.0,1.8,0.8,1.0,1.6,1.8,-0.19999999999999996,1.6,1.2,0.40000000000000013,1.2,1.6,-0.40000000000000013,1.85,1.1,0.75,1.3,1.75,-0.44999999999999996
Genk,Club Brugge,A,9,14.0,19.0,19.0,14.0,1.2,1.0,0.19999999999999996,2.0,1.6,0.3999999999999999,1.6,0.9,0.7000000000000001,2.6,1.1,1.5,1.9,1.1,0.7999999999999998,1.75,0.95,0.8
Standard,Gent,H,9,8.0,16.0,16.0,8.0,1.0,1.4,-0.3999999999999999,1.2,1.8,-0.6000000000000001,0.7,1.3,-0.6000000000000001,1.5,1.5,0.0,0.95,1.55,-0.6000000000000001,1.55,1.25,0.30000000000000004
Oud-Heverlee Leuven,St. Gilloise,A,5,5.0,14.0,14.0,5.0,1.2,0.6,0.6,2.2,1.2,1.0000000000000002,1.1,1.0,0.10000000000000009,1.9,1.1,0.7999999999999998,1.15,1.45,-0.30000000000000004,2.35,1.0,1.35
Cercle Brugge,Mechelen,A,9,15.0,12.0,12.0,15.0,2.2,1.4,0.8000000000000003,1.6,0.6,1.0,1.8,1.2,0.6000000000000001,1.7,0.9,0.7999999999999999,1.5,1.3,0.19999999999999996,1.2,1.15,0.050000000000000044
Westerlo,Charleroi,A,3,7.0,8.0,8.0,7.0,1.6,1.8,-0.19999999999999996,0.4,1.0,-0.6,1.7,1.6,0.09999999999999987,0.7,1.5,-0.8,1.65,1.65,0.0,0.95,1.6,-0.6500000000000001
Eupen,Cercle Brugge,A,9,11.0,16.0,16.0,11.0,0.2,1.6,-1.4000000000000001,2.0,1.6,0.3999999999999999,0.4,1.8,-1.4,1.7,1.5,0.19999999999999996,0.7,2.05,-1.3499999999999999,1.45,1.4,0.050000000000000044
St. Gilloise,Standard,H,5,13.0,7.0,7.0,13.0,2.2,1.4,0.8000000000000003,1.0,1.2,-0.19999999999999996,2.0,1.1,0.8999999999999999,0.8,1.3,-0.5,2.35,0.95,1.4000000000000001,1.05,1.5,-0.44999999999999996
Gent,Antwerp,D,9,4.0,12.0,12.0,4.0,1.2,1.8,-0.6000000000000001,1.4,0.6,0.7999999999999999,1.7,1.3,0.3999999999999999,1.7,1.1,0.5999999999999999,1.55,1.2,0.3500000000000001,1.75,1.0,0.75
Club Brugge,Anderlecht,A,9,14.0,9.0,9.0,14.0,2.6,1.4,1.2000000000000002,2.4,1.2,1.2,2.5,0.9,1.6,2.0,1.1,0.8999999999999999,1.75,0.9,0.85,2.25,1.15,1.1
Mechelen,Kortrijk,H,9,24.0,13.0,13.0,24.0,1.6,0.8,0.8,1.0,1.4,-0.3999999999999999,1.4,0.9,0.4999999999999999,0.7,1.8,-1.1,1.05,1.25,-0.19999999999999996,0.7,1.7,-1.0
St Truiden,Westerlo,H,3,6.0,6.0,6.0,6.0,1.6,2.0,-0.3999999999999999,2.0,2.0,0.0,1.2,1.7,-0.5,1.9,1.6,0.2999999999999998,1.35,1.75,-0.3999999999999999,1.65,1.75,-0.10000000000000009
RWD Molenbeek,Oud-Heverlee Leuven,D,1,2.0,1.0,1.0,2.0,1.2,3.0,-1.8,1.0,0.4,0.6,1.0,2.9,-1.9,1.1,1.0,0.10000000000000009,1.05,2.1,-1.05,1.15,1.45,-0.30000000000000004
Charleroi,Genk,A,9,11.0,16.0,16.0,11.0,0.6,1.6,-1.0,1.2,1.2,0.0,0.8,1.7,-0.8999999999999999,1.8,1.0,0.8,1.05,1.75,-0.7,2.0,1.25,0.75
Eupen,Gent,A,9,8.0,24.0,24.0,8.0,0.4,1.2,-0.7999999999999999,1.0,2.2,-1.2000000000000002,0.5,1.7,-1.2,1.7,1.5,0.19999999999999996,0.7,2.0,-1.3,1.5,1.25,0.25
Anderlecht,St Truiden,H,8,19.0,5.0,5.0,19.0,1.8,1.2,0.6000000000000001,1.6,1.6,0.0,1.9,1.1,0.7999999999999998,1.3,1.3,0.0,2.1,1.15,0.9500000000000002,1.35,1.6,-0.25
Kortrijk,St. Gilloise,A,5,5.0,14.0,14.0,5.0,1.0,0.8,0.19999999999999996,2.0,1.4,0.6000000000000001,0.7,1.6,-0.9000000000000001,1.9,1.1,0.7999999999999998,0.65,1.7,-1.0499999999999998,2.2,1.0,1.2000000000000002
Cercle Brugge,Club Brugge,D,9,8.0,15.0,15.0,8.0,2.0,1.6,0.3999999999999999,3.0,1.2,1.8,1.7,1.6,0.09999999999999987,2.6,0.8,1.8,1.5,1.4,0.10000000000000009,1.9,0.95,0.95
Antwerp,Mechelen,A,9,16.0,12.0,12.0,16.0,2.2,0.6,1.6,1.8,1.0,0.8,1.8,1.0,0.8,1.3,1.1,0.19999999999999996,1.9,0.95,0.95,1.05,1.25,-0.19999999999999996
Oud-Heverlee Leuven,Charleroi,D,7,11.0,8.0,8.0,11.0,1.2,0.6,0.6,0.8,2.4,-1.5999999999999999,1.1,1.1,0.0,0.8,1.7,-0.8999999999999999,1.3,1.45,-0.1499999999999999,1.1,1.8,-0.7
Genk,RWD Molenbeek,H,1,4.0,0.0,0.0,4.0,0.8,1.2,-0.3999999999999999,1.0,2.6,-1.6,1.7,1.1,0.5999999999999999,0.9,2.6,-1.7000000000000002,1.95,1.2,0.75,1.1,2.0,-0.8999999999999999
Westerlo,Standard,H,3,4.0,4.0,4.0,4.0,1.6,2.4,-0.7999999999999998,0.8,1.0,-0.19999999999999996,1.8,1.8,0.0,0.7,1.3,-0.6000000000000001,1.6,1.8,-0.19999999999999996,1.05,1.45,-0.3999999999999999
Gent,Cercle Brugge,A,9,15.0,20.0,20.0,15.0,1.2,1.8,-0.6000000000000001,1.6,1.8,-0.19999999999999996,1.7,1.4,0.30000000000000004,1.7,1.5,0.19999999999999996,1.55,1.2,0.3500000000000001,1.5,1.35,0.1499999999999999
Charleroi,Anderlecht,A,9,5.0,15.0,15.0,5.0,1.2,2.0,-0.8,1.6,1.0,0.6000000000000001,1.0,1.6,-0.6000000000000001,1.8,1.1,0.7,1.1,1.75,-0.6499999999999999,2.05,1.15,0.8999999999999999
Mechelen,Genk,D,8,9.0,18.0,18.0,9.0,1.8,1.4,0.40000000000000013,1.2,1.0,0.19999999999999996,1.5,1.0,0.5,1.6,1.1,0.5,1.15,1.3,-0.15000000000000013,1.95,1.2,0.75
RWD Molenbeek,Antwerp,A,1,0.0,0.0,0.0,0.0,1.0,2.4,-1.4,1.4,1.2,0.19999999999999996,1.0,2.4,-1.4,1.5,1.1,0.3999999999999999,1.15,1.85,-0.7000000000000002,1.8,1.05,0.75
Club Brugge,Eupen,H,8,25.0,5.0,5.0,25.0,2.4,1.4,1.0,0.4,1.0,-0.6,2.3,0.8,1.4999999999999998,0.5,1.5,-1.0,1.75,1.05,0.7,0.85,1.85,-1.0
St. Gilloise,Westerlo,D,3,6.0,6.0,6.0,6.0,1.8,1.2,0.6000000000000001,1.8,2.0,-0.19999999999999996,1.8,1.0,0.8,1.8,1.9,-0.09999999999999987,2.2,1.0,1.2000000000000002,1.6,1.85,-0.25
Standard,Oud-Heverlee Leuven,H,7,9.0,13.0,13.0,9.0,0.8,1.2,-0.3999999999999999,1.8,0.4,1.4,0.7,1.3,-0.6000000000000001,1.1,1.1,0.0,1.05,1.5,-0.44999999999999996,1.35,1.55,-0.19999999999999996
St Truiden,Kortrijk,H,9,9.0,7.0,7.0,9.0,1.6,1.8,-0.19999999999999996,1.0,1.0,0.0,1.3,1.4,-0.09999999999999987,0.7,1.8,-1.1,1.3,1.7,-0.3999999999999999,0.7,1.7,-1.0
Cercle Brugge,St Truiden,H,9,14.0,7.0,7.0,14.0,1.4,1.6,-0.20000000000000018,1.6,1.0,0.6000000000000001,1.3,1.4,-0.09999999999999987,1.5,1.3,0.19999999999999996,1.35,1.3,0.050000000000000044,1.35,1.6,-0.25
Anderlecht,Gent,H,9,7.0,10.0,10.0,7.0,1.8,1.2,0.6000000000000001,2.0,1.6,0.3999999999999999,1.8,1.2,0.6000000000000001,1.8,1.4,0.40000000000000013,2.1,1.2,0.9000000000000001,1.65,1.25,0.3999999999999999
Eupen,Mechelen,A,9,9.0,13.0,13.0,9.0,0.6,1.2,-0.6,2.2,1.4,0.8000000000000003,0.6,1.7,-1.1,1.5,1.0,0.5,1.0,1.85,-0.8500000000000001,1.3,1.3,0.0
Antwerp,Club Brugge,H,9,9.0,13.0,13.0,9.0,1.4,1.4,0.0,3.4,1.2,2.2,1.9,1.0,0.8999999999999999,2.2,0.6,1.6,1.75,1.05,0.7,2.05,1.0,1.0499999999999998
Genk,St. Gilloise,A,5,7.0,6.0,6.0,7.0,1.4,1.2,0.19999999999999996,2.0,1.4,0.6000000000000001,1.9,1.1,0.7999999999999998,2.0,1.0,1.0,1.95,1.15,0.8,2.15,1.2,0.95
Kortrijk,Charleroi,H,8,7.0,11.0,11.0,7.0,0.8,1.6,-0.8,1.2,2.0,-0.8,0.6,2.1,-1.5,1.0,1.6,-0.6000000000000001,0.7,1.85,-1.1500000000000001,1.1,1.7,-0.5999999999999999
Westerlo,Oud-Heverlee Leuven,A,3,3.0,4.0,4.0,3.0,2.2,1.8,0.40000000000000013,1.2,1.2,0.0,2.1,1.9,0.20000000000000018,0.9,1.4,-0.4999999999999999,1.65,1.8,-0.15000000000000013,1.25,1.6,-0.3500000000000001
RWD Molenbeek,Standard,D,1,1.0,1.0,1.0,1.0,0.8,3.2,-2.4000000000000004,0.4,1.4,-0.9999999999999999,1.1,2.3,-1.1999999999999997,0.5,1.7,-1.2,1.1,2.1,-1.0,0.95,1.45,-0.5
Mechelen,Anderlecht,D,9,12.0,19.0,19.0,12.0,1.8,1.2,0.6000000000000001,1.6,1.0,0.6000000000000001,1.4,0.9,0.4999999999999999,1.9,1.0,0.8999999999999999,1.2,1.25,-0.050000000000000044,2.05,1.1,0.9499999999999997
St Truiden,Gent,H,9,10.0,15.0,15.0,10.0,0.8,1.4,-0.5999999999999999,1.8,1.2,0.6000000000000001,1.2,1.3,-0.10000000000000009,2.0,1.1,0.8999999999999999,1.15,1.6,-0.4500000000000002,1.75,1.1,0.6499999999999999
St. Gilloise,RWD Molenbeek,H,1,3.0,2.0,2.0,3.0,1.6,1.0,0.6000000000000001,1.0,2.6,-1.6,1.9,0.9,0.9999999999999999,1.0,2.1,-1.1,2.25,1.15,1.1,1.05,1.95,-0.8999999999999999
Standard,Antwerp,A,9,14.0,21.0,21.0,14.0,0.4,1.2,-0.7999999999999999,1.4,1.6,-0.20000000000000018,0.6,1.7,-1.1,2.1,1.2,0.9000000000000001,1.0,1.45,-0.44999999999999996,2.0,1.05,0.95
Charleroi,Eupen,H,9,17.0,11.0,11.0,17.0,1.0,2.0,-1.0,0.6,1.4,-0.7999999999999999,1.0,1.9,-0.8999999999999999,0.7,1.7,-1.0,1.1,1.75,-0.6499999999999999,1.0,2.05,-1.0499999999999998
Oud-Heverlee Leuven,Genk,H,7,7.0,15.0,15.0,7.0,1.0,1.4,-0.3999999999999999,2.0,0.8,1.2,0.7,1.5,-0.8,2.0,1.2,0.8,1.2,1.8,-0.6000000000000001,1.95,1.05,0.8999999999999999
Club Brugge,Kortrijk,D,9,13.0,6.0,6.0,13.0,3.2,0.6,2.6,0.2,1.8,-1.6,2.0,0.5,1.5,0.4,1.9,-1.5,2.15,0.85,1.2999999999999998,0.55,2.0,-1.45
Westerlo,Cercle Brugge,H,3,4.0,2.0,2.0,4.0,1.8,1.4,0.40000000000000013,1.4,1.0,0.3999999999999999,1.9,1.7,0.19999999999999996,1.1,1.3,-0.19999999999999996,1.5,1.85,-0.3500000000000001,1.25,1.15,0.10000000000000009
Mechelen,RWD Molenbeek,H,1,0.0,1.0,1.0,0.0,1.2,1.0,0.19999999999999996,0.8,2.8,-1.9999999999999998,1.1,1.0,0.10000000000000009,1.0,2.0,-1.0,1.05,1.25,-0.19999999999999996,1.1,1.85,-0.75
Anderlecht,St. Gilloise,D,5,3.0,11.0,11.0,3.0,1.6,1.0,0.6000000000000001,1.8,0.8,1.0,2.2,0.9,1.3000000000000003,2.0,0.8,1.2,2.0,1.0,1.0,2.2,1.05,1.1500000000000001
Eupen,Antwerp,H,9,6.0,21.0,21.0,6.0,0.6,2.0,-1.4,2.0,1.6,0.3999999999999999,0.8,1.7,-0.8999999999999999,2.2,1.3,0.9000000000000001,1.0,2.05,-1.0499999999999998,2.0,1.05,0.95
St Truiden,Genk,D,9,13.0,17.0,17.0,13.0,0.8,1.4,-0.5999999999999999,2.4,0.8,1.5999999999999999,1.3,1.3,0.0,2.2,1.1,1.1,1.15,1.55,-0.40000000000000013,1.9,1.05,0.8499999999999999
Charleroi,Club Brugge,A,9,7.0,14.0,14.0,7.0,1.0,1.8,-0.8,2.4,0.4,2.0,0.9,1.7,-0.7999999999999999,1.8,0.5,1.3,1.05,1.65,-0.5999999999999999,2.0,0.8,1.2
Gent,Westerlo,D,3,8.0,5.0,5.0,8.0,2.2,0.8,1.4000000000000001,1.8,1.2,0.6000000000000001,2.1,1.0,1.1,1.8,1.8,0.0,1.7,1.0,0.7,1.4,1.8,-0.40000000000000013
Kortrijk,Oud-Heverlee Leuven,D,7,7.0,16.0,16.0,7.0,0.4,2.2,-1.8000000000000003,1.2,1.6,-0.40000000000000013,0.4,2.2,-1.8000000000000003,0.8,2.0,-1.2,0.55,2.05,-1.4999999999999998,1.25,1.9,-0.6499999999999999
Cercle Brugge,Standard,D,9,5.0,11.0,11.0,5.0,1.4,1.4,0.0,0.6,1.4,-0.7999999999999999,1.2,1.2,0.0,0.6,1.9,-1.2999999999999998,1.3,1.1,0.19999999999999996,0.95,1.45,-0.5
RWD Molenbeek,Eupen,A,1,3.0,1.0,1.0,3.0,0.8,2.6,-1.8,0.6,2.2,-1.6,1.1,2.0,-0.8999999999999999,0.8,2.1,-1.3,1.1,2.0,-0.8999999999999999,1.05,2.15,-1.0999999999999999
Oud-Heverlee Leuven,Anderlecht,D,7,8.0,13.0,13.0,8.0,1.0,1.6,-0.6000000000000001,2.0,1.0,1.0,1.1,1.9,-0.7999999999999998,2.3,1.1,1.1999999999999997,1.25,1.9,-0.6499999999999999,1.95,1.05,0.8999999999999999
St. Gilloise,St Truiden,H,5,9.0,4.0,4.0,9.0,1.8,0.8,1.0,1.0,1.0,0.0,2.2,0.8,1.4000000000000001,1.2,1.5,-0.30000000000000004,2.2,1.0,1.2000000000000002,1.15,1.45,-0.30000000000000004
Antwerp,Charleroi,H,9,10.0,12.0,12.0,10.0,1.4,1.4,0.0,0.8,1.0,-0.19999999999999996,2.0,1.5,0.5,1.1,1.5,-0.3999999999999999,1.85,1.0,0.8500000000000001,1.05,1.5,-0.44999999999999996
Club Brugge,Westerlo,H,3,1.0,2.0,2.0,1.0,2.2,0.4,1.8000000000000003,2.0,1.2,0.8,1.5,0.6,0.9,1.9,1.6,0.2999999999999998,1.9,0.85,1.0499999999999998,1.5,1.75,-0.25
Standard,Kortrijk,A,9,10.0,11.0,11.0,10.0,0.6,1.6,-1.0,0.4,2.4,-2.0,0.9,2.0,-1.1,0.4,2.2,-1.8000000000000003,0.95,1.45,-0.5,0.6,2.2,-1.6
Genk,Cercle Brugge,D,9,17.0,7.0,7.0,17.0,2.6,1.0,1.6,1.4,1.6,-0.20000000000000018,2.5,1.0,1.5,1.3,1.1,0.19999999999999996,2.05,1.0,1.0499999999999998,1.25,1.1,0.1499999999999999
Gent,Mechelen,A,9,18.0,6.0,6.0,18.0,2.4,0.8,1.5999999999999999,0.8,1.2,-0.3999999999999999,2.0,1.0,1.0,0.9,1.3,-0.4,1.8,1.0,0.8,1.0,1.25,-0.25
Anderlecht,Cercle Brugge,H,9,13.0,6.0,6.0,13.0,2.0,1.2,0.8,1.8,1.2,0.6000000000000001,2.4,1.2,1.2,1.6,1.1,0.5,1.95,1.2,0.75,1.4,1.1,0.2999999999999998
Charleroi,Mechelen,H,9,11.0,19.0,19.0,11.0,0.8,1.2,-0.3999999999999999,1.2,0.6,0.6,1.0,1.5,-0.5,0.9,1.3,-0.4,1.0,1.55,-0.55,1.1,1.2,-0.09999999999999987
Standard,St Truiden,D,9,6.0,14.0,14.0,6.0,0.6,1.4,-0.7999999999999999,1.0,1.0,0.0,1.0,2.0,-1.0,1.1,1.8,-0.7,1.0,1.55,-0.55,1.1,1.45,-0.34999999999999987
Club Brugge,St. Gilloise,D,5,5.0,5.0,5.0,5.0,2.2,0.2,2.0,1.8,0.8,1.0,1.5,0.7,0.8,2.5,0.7,1.8,2.2,0.8,1.4000000000000001,2.35,1.05,1.3
Westerlo,RWD Molenbeek,H,1,1.0,1.0,1.0,1.0,1.8,1.8,0.0,1.0,2.4,-1.4,1.7,1.6,0.09999999999999987,1.2,1.9,-0.7,1.4,1.8,-0.40000000000000013,0.0,0.0,0.0
Kortrijk,Gent,A,9,9.0,16.0,16.0,9.0,0.4,2.6,-2.2,2.2,1.0,1.2000000000000002,0.4,2.1,-1.7000000000000002,1.9,1.1,0.7999999999999998,0.7,2.3,-1.5999999999999999,1.75,1.1,0.6499999999999999
Oud-Heverlee Leuven,Eupen,H,7,10.0,19.0,19.0,10.0,0.4,1.8,-1.4,0.6,2.0,-1.4,1.0,2.2,-1.2000000000000002,0.9,2.2,-1.3000000000000003,1.25,2.0,-0.75,1.05,2.35,-1.3
Genk,Antwerp,H,9,17.0,18.0,18.0,17.0,2.0,1.2,0.8,1.6,1.0,0.6000000000000001,2.3,1.1,1.1999999999999997,2.4,1.3,1.0999999999999999,2.0,1.1,0.8999999999999999,1.9,0.85,1.0499999999999998
Anderlecht,Genk,H,9,10.0,11.0,11.0,10.0,1.8,1.2,0.6000000000000001,2.4,1.0,1.4,2.5,1.2,1.3,2.5,1.2,1.3,1.95,1.4,0.55,2.2,1.1,1.1
Antwerp,Westerlo,D,3,9.0,3.0,3.0,9.0,2.4,0.6,1.7999999999999998,2.0,2.0,0.0,2.2,1.1,1.1,1.8,1.7,0.10000000000000009,1.85,0.75,1.1,1.3,1.7,-0.3999999999999999
St Truiden,Charleroi,H,9,8.0,9.0,9.0,8.0,1.4,1.6,-0.20000000000000018,0.8,1.2,-0.3999999999999999,1.1,1.9,-0.7999999999999998,1.1,1.7,-0.5999999999999999,1.1,1.6,-0.5,1.05,1.65,-0.5999999999999999
Eupen,St. Gilloise,A,5,5.0,11.0,11.0,5.0,0.6,2.2,-1.6,2.0,0.6,1.4,0.9,2.3,-1.4,2.6,0.7,1.9000000000000001,1.05,2.5,-1.45,2.35,1.05,1.3
RWD Molenbeek,Club Brugge,A,1,1.0,7.0,7.0,1.0,1.4,1.4,0.0,1.0,0.0,1.0,1.2,1.4,-0.19999999999999996,1.0,0.7,0.30000000000000004,0.0,0.0,0.0,1.9,0.75,1.15
Gent,Oud-Heverlee Leuven,H,7,15.0,5.0,5.0,15.0,1.6,1.2,0.40000000000000013,0.6,1.6,-1.0,1.6,1.2,0.40000000000000013,1.1,2.0,-0.8999999999999999,1.6,1.15,0.4500000000000002,1.45,1.8,-0.3500000000000001
Mechelen,Standard,H,9,14.0,15.0,15.0,14.0,0.8,0.6,0.20000000000000007,0.6,2.0,-1.4,0.6,1.3,-0.7000000000000001,1.2,1.8,-0.6000000000000001,1.0,1.25,-0.25,1.15,1.45,-0.30000000000000004
Cercle Brugge,Kortrijk,H,9,11.0,9.0,9.0,11.0,1.2,1.2,0.0,0.4,2.6,-2.2,1.4,1.3,0.09999999999999987,0.6,1.9,-1.2999999999999998,1.4,1.15,0.25,0.7,2.2,-1.5000000000000002
Genk,Kortrijk,H,9,15.0,6.0,6.0,15.0,2.0,1.6,0.3999999999999999,0.6,2.0,-1.4,2.2,1.3,0.9000000000000001,0.6,1.6,-1.0,2.0,1.2,0.8,0.7,2.0,-1.3
Antwerp,Anderlecht,D,9,6.0,9.0,9.0,6.0,2.8,0.8,1.9999999999999998,2.2,1.0,1.2000000000000002,2.1,1.0,1.1,2.5,1.2,1.3,1.9,0.75,1.15,1.9,1.35,0.5499999999999998
St. Gilloise,Mechelen,H,5,5.0,11.0,11.0,5.0,2.2,0.8,1.4000000000000001,1.0,0.6,0.4,2.8,0.9,1.9,0.7,1.4,-0.7,2.35,1.1,1.25,1.05,1.4,-0.34999999999999987
