HomeTeam,AwayTeam,FTR,head_to_head_games,head_to_head_goals_scored_home_team,head_to_head_goals_conceded_home_team,head_to_head_goals_scored_away_team,head_to_head_goals_conceded_away_team,home_average_goals_scored_5,home_average_goals_conceded_5,home_average_goal_difference_5,away_average_goals_scored_5,away_average_goals_conceded_5,away_average_goal_difference_5,home_average_goals_scored_10,home_average_goals_conceded_10,home_average_goal_difference_10,away_average_goals_scored_10,away_average_goals_conceded_10,away_average_goal_difference_10,home_average_goals_scored_20,home_average_goals_conceded_20,home_average_goal_difference_20,away_average_goals_scored_20,away_average_goals_conceded_20,away_average_goal_difference_20
Beerschot VA,Club Brugge,A,1,1.0,0.0,0.0,1.0,0.6,1.6,-1.0,2.0,0.4,1.6,1.7,1.9,-0.19999999999999996,1.7,0.5,1.2,2.05,2.1,-0.050000000000000266,2.0,0.65,1.35
Cercle Brugge,Standard,A,3,1.0,5.0,5.0,1.0,1.0,1.8,-0.8,1.2,1.6,-0.40000000000000013,1.1,2.1,-1.0,1.2,1.3,-0.10000000000000009,1.35,1.8,-0.44999999999999996,1.25,1.1,0.1499999999999999
Gent,Antwerp,A,3,3.0,5.0,5.0,3.0,1.4,0.6,0.7999999999999999,1.0,1.4,-0.3999999999999999,1.4,1.0,0.3999999999999999,1.2,1.6,-0.40000000000000013,1.45,1.4,0.050000000000000044,1.65,1.5,0.1499999999999999
Charleroi,Mechelen,A,3,7.0,6.0,6.0,7.0,2.0,1.8,0.19999999999999996,1.8,1.6,0.19999999999999996,1.4,1.8,-0.40000000000000013,1.9,1.8,0.09999999999999987,1.6,1.25,0.3500000000000001,1.55,1.8,-0.25
Mouscron,Genk,H,3,4.0,8.0,8.0,4.0,1.4,1.2,0.19999999999999996,1.6,1.0,0.6000000000000001,1.2,1.3,-0.10000000000000009,2.7,1.0,1.7000000000000002,0.8,1.55,-0.75,2.15,1.25,0.8999999999999999
Waasland-Beveren,Waregem,A,3,2.0,11.0,11.0,2.0,1.0,2.4,-1.4,1.2,0.8,0.3999999999999999,1.2,1.5,-0.30000000000000004,1.6,1.0,0.6000000000000001,1.3,2.1,-0.8,1.35,1.7,-0.34999999999999987
Oostende,Kortrijk,H,3,3.0,8.0,8.0,3.0,1.6,1.2,0.40000000000000013,1.0,1.4,-0.3999999999999999,1.3,1.6,-0.30000000000000004,1.4,1.5,-0.10000000000000009,1.4,1.25,0.1499999999999999,1.3,1.4,-0.09999999999999987
Eupen,Anderlecht,H,3,2.0,7.0,7.0,2.0,1.2,2.4,-1.2,1.0,0.6,0.4,1.4,1.7,-0.30000000000000004,1.0,0.8,0.19999999999999996,1.2,1.65,-0.44999999999999996,1.5,1.15,0.3500000000000001
Beerschot VA,Cercle Brugge,D,0,0.0,0.0,0.0,0.0,0.4,1.6,-1.2000000000000002,1.0,2.0,-1.0,1.8,2.1,-0.30000000000000004,1.0,2.3,-1.2999999999999998,0.0,0.0,0.0,1.35,1.85,-0.5
Oostende,Eupen,D,2,2.0,4.0,4.0,2.0,1.8,1.2,0.6000000000000001,1.2,2.2,-1.0000000000000002,1.2,1.6,-0.40000000000000013,1.3,2.0,-0.7,1.45,1.4,0.050000000000000044,1.2,1.65,-0.44999999999999996
Standard,Waasland-Beveren,H,3,5.0,3.0,3.0,5.0,1.0,1.8,-0.8,1.2,1.8,-0.6000000000000001,0.9,1.4,-0.4999999999999999,1.2,1.3,-0.10000000000000009,1.1,1.05,0.050000000000000044,1.25,2.0,-0.75
St Truiden,Club Brugge,A,3,1.0,9.0,9.0,1.0,1.2,0.8,0.3999999999999999,1.8,0.2,1.6,1.4,1.2,0.19999999999999996,1.6,0.6,1.0,1.15,1.55,-0.40000000000000013,2.0,0.65,1.35
Oud-Heverlee Leuven,Anderlecht,H,1,2.0,2.0,2.0,2.0,1.8,1.2,0.6000000000000001,1.4,0.8,0.5999999999999999,1.9,1.7,0.19999999999999996,1.3,0.8,0.5,0.0,0.0,0.0,1.85,1.1,0.75
Beerschot VA,Gent,D,1,1.0,5.0,5.0,1.0,0.8,1.8,-1.0,1.4,0.8,0.5999999999999999,2.3,2.3,0.0,1.4,1.1,0.2999999999999998,0.0,0.0,0.0,1.45,1.55,-0.10000000000000009
Mechelen,Antwerp,H,3,4.0,6.0,6.0,4.0,1.6,2.0,-0.3999999999999999,1.4,1.6,-0.20000000000000018,1.8,2.0,-0.19999999999999996,1.5,1.5,0.0,1.45,1.85,-0.40000000000000013,1.7,1.35,0.34999999999999987
Oostende,Charleroi,H,3,0.0,7.0,7.0,0.0,1.4,1.4,0.0,1.6,1.2,0.40000000000000013,1.2,1.4,-0.19999999999999996,1.5,1.5,0.0,1.35,1.45,-0.09999999999999987,1.7,1.15,0.55
Cercle Brugge,Eupen,A,3,3.0,4.0,4.0,3.0,1.0,2.6,-1.6,1.0,2.2,-1.2000000000000002,1.4,2.3,-0.8999999999999999,1.3,1.9,-0.5999999999999999,1.35,1.75,-0.3999999999999999,1.2,1.65,-0.44999999999999996
Kortrijk,Genk,H,3,1.0,5.0,5.0,1.0,0.6,1.2,-0.6,2.2,1.0,1.2000000000000002,1.3,1.7,-0.3999999999999999,2.8,0.9,1.9,1.2,1.4,-0.19999999999999996,2.3,1.25,1.0499999999999998
Waregem,Mouscron,H,3,4.0,4.0,4.0,4.0,1.4,1.2,0.19999999999999996,1.4,1.4,0.0,1.5,1.3,0.19999999999999996,1.3,1.6,-0.30000000000000004,1.3,2.05,-0.7499999999999998,0.85,1.5,-0.65
Eupen,Genk,A,3,3.0,6.0,6.0,3.0,1.4,1.6,-0.20000000000000018,2.4,1.0,1.4,1.3,1.7,-0.3999999999999999,2.6,0.9,1.7000000000000002,1.2,1.75,-0.55,2.15,1.3,0.8499999999999999
St Truiden,Beerschot VA,H,1,3.0,6.0,6.0,3.0,1.4,1.4,0.0,1.2,1.8,-0.6000000000000001,1.6,1.8,-0.19999999999999996,2.4,2.7,-0.30000000000000027,1.1,1.7,-0.5999999999999999,0.0,0.0,0.0
Eupen,Waregem,A,2,1.0,2.0,2.0,1.0,1.4,1.4,0.0,1.4,0.8,0.5999999999999999,1.2,1.5,-0.30000000000000004,1.3,1.4,-0.09999999999999987,1.2,1.75,-0.55,1.25,2.05,-0.7999999999999998
Mechelen,Mouscron,H,3,5.0,3.0,3.0,5.0,1.4,2.0,-0.6000000000000001,1.2,1.4,-0.19999999999999996,1.7,2.1,-0.40000000000000013,1.2,1.6,-0.40000000000000013,1.5,1.8,-0.30000000000000004,0.85,1.5,-0.65
Anderlecht,Beerschot VA,H,1,1.0,2.0,2.0,1.0,1.0,0.8,0.19999999999999996,2.2,2.4,-0.19999999999999973,1.3,1.0,0.30000000000000004,2.7,2.7,0.0,1.9,1.1,0.7999999999999998,0.0,0.0,0.0
Genk,Waasland-Beveren,D,3,9.0,2.0,2.0,9.0,3.0,1.0,2.0,1.4,1.6,-0.20000000000000018,2.6,0.9,1.7000000000000002,1.2,1.6,-0.40000000000000013,2.15,1.25,0.8999999999999999,1.2,2.1,-0.9000000000000001
Antwerp,Charleroi,H,3,2.0,5.0,5.0,2.0,1.6,1.8,-0.19999999999999996,1.4,1.2,0.19999999999999996,1.6,1.5,0.10000000000000009,1.5,1.5,0.0,1.75,1.35,0.3999999999999999,1.75,1.05,0.7
Standard,St Truiden,A,3,1.0,4.0,4.0,1.0,0.8,1.4,-0.5999999999999999,1.2,1.4,-0.19999999999999996,0.9,1.3,-0.4,1.4,1.7,-0.30000000000000004,1.05,1.05,0.0,1.05,1.85,-0.8
Kortrijk,Gent,H,3,2.0,5.0,5.0,2.0,1.0,1.4,-0.3999999999999999,1.4,1.2,0.19999999999999996,1.4,1.8,-0.40000000000000013,1.6,1.5,0.10000000000000009,1.25,1.5,-0.25,1.45,1.55,-0.10000000000000009
Oud-Heverlee Leuven,Oostende,A,1,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.6,-0.6000000000000001,2.0,1.7,0.30000000000000004,1.3,1.3,0.0,0.0,0.0,0.0,1.3,1.45,-0.1499999999999999
Waregem,Cercle Brugge,H,3,9.0,3.0,3.0,9.0,1.4,1.2,0.19999999999999996,1.2,2.8,-1.5999999999999999,1.3,1.6,-0.30000000000000004,1.6,2.3,-0.6999999999999997,1.25,2.1,-0.8500000000000001,1.4,1.7,-0.30000000000000004
Club Brugge,Eupen,H,2,4.0,0.0,0.0,4.0,1.2,0.2,1.0,1.6,1.0,0.6000000000000001,1.4,0.7,0.7,1.4,1.4,0.0,1.95,0.7,1.25,1.3,1.85,-0.55
Waasland-Beveren,Antwerp,A,2,1.0,8.0,8.0,1.0,1.6,1.2,0.40000000000000013,1.2,2.0,-0.8,1.3,1.4,-0.09999999999999987,1.7,1.6,0.09999999999999987,1.2,2.15,-0.95,1.6,1.4,0.20000000000000018
Standard,Mouscron,A,2,6.0,3.0,3.0,6.0,1.2,1.6,-0.40000000000000013,1.6,1.8,-0.19999999999999996,1.1,1.3,-0.19999999999999996,1.1,1.9,-0.7999999999999998,1.1,1.0,0.10000000000000009,0.8,1.55,-0.75
Oud-Heverlee Leuven,Mechelen,A,0,0.0,0.0,0.0,0.0,2.2,1.2,1.0000000000000002,1.4,2.4,-1.0,2.1,1.6,0.5,1.6,2.4,-0.7999999999999998,0.0,0.0,0.0,1.6,1.75,-0.1499999999999999
Club Brugge,Gent,A,2,5.0,1.0,1.0,5.0,1.4,0.0,1.4,1.4,1.2,0.19999999999999996,1.7,0.6,1.1,2.0,1.6,0.3999999999999999,2.0,0.65,1.35,1.6,1.6,0.0
Genk,Kortrijk,H,2,3.0,1.0,1.0,3.0,3.0,1.2,1.8,1.0,1.2,-0.19999999999999996,2.6,1.1,1.5,1.4,1.6,-0.20000000000000018,2.1,1.4,0.7000000000000002,1.25,1.45,-0.19999999999999996
Waregem,St Truiden,A,2,5.0,1.0,1.0,5.0,2.0,1.0,1.0,1.2,1.8,-0.6000000000000001,1.5,1.6,-0.10000000000000009,1.2,1.9,-0.7,1.3,2.1,-0.8,0.95,1.9,-0.95
Charleroi,Anderlecht,H,2,1.0,2.0,2.0,1.0,1.4,1.8,-0.40000000000000013,1.2,1.0,0.19999999999999996,1.5,1.7,-0.19999999999999996,1.3,1.2,0.10000000000000009,1.7,1.1,0.5999999999999999,2.2,1.1,1.1
Mechelen,Club Brugge,A,3,2.0,10.0,10.0,2.0,1.8,2.0,-0.19999999999999996,1.4,0.2,1.2,1.8,2.1,-0.30000000000000004,1.6,0.7,0.9000000000000001,1.7,1.6,0.09999999999999987,1.95,0.7,1.25
Gent,Waasland-Beveren,H,2,6.0,1.0,1.0,6.0,1.0,1.4,-0.3999999999999999,2.0,0.6,1.4,1.9,1.9,0.0,1.5,1.4,0.10000000000000009,1.6,1.7,-0.09999999999999987,1.25,2.1,-0.8500000000000001
Kortrijk,Standard,H,3,5.0,5.0,5.0,5.0,1.6,2.0,-0.3999999999999999,1.2,1.4,-0.19999999999999996,1.3,1.8,-0.5,1.2,1.3,-0.10000000000000009,1.3,1.4,-0.09999999999999987,1.2,0.95,0.25
Antwerp,Waregem,A,3,5.0,4.0,4.0,5.0,1.4,2.0,-0.6000000000000001,2.0,1.2,0.8,2.0,1.6,0.3999999999999999,1.4,2.2,-0.8000000000000003,1.65,1.4,0.25,1.25,2.3,-1.0499999999999998
Anderlecht,Oostende,H,3,5.0,7.0,7.0,5.0,1.0,1.0,0.0,1.0,1.4,-0.3999999999999999,1.2,1.2,0.0,1.4,1.3,0.09999999999999987,2.1,1.15,0.9500000000000002,1.25,1.5,-0.25
Cercle Brugge,Charleroi,A,3,0.0,9.0,9.0,0.0,1.0,2.0,-1.0,0.6,1.4,-0.7999999999999999,1.4,2.1,-0.7000000000000002,1.2,1.5,-0.30000000000000004,1.3,1.5,-0.19999999999999996,1.55,1.0,0.55
Mouscron,Oud-Heverlee Leuven,D,1,0.0,2.0,2.0,0.0,1.2,1.4,-0.19999999999999996,2.2,1.2,1.0000000000000002,1.0,1.8,-0.8,2.2,1.6,0.6000000000000001,0.8,1.5,-0.7,0.0,0.0,0.0
Mechelen,Waasland-Beveren,A,2,7.0,1.0,1.0,7.0,2.0,2.0,0.0,1.4,0.6,0.7999999999999999,1.7,2.1,-0.40000000000000013,1.4,1.6,-0.20000000000000018,1.65,1.55,0.09999999999999987,1.15,2.1,-0.9500000000000002
Gent,Standard,H,2,4.0,1.0,1.0,4.0,1.4,1.4,0.0,1.2,1.0,0.19999999999999996,1.8,1.8,0.0,1.3,1.2,0.10000000000000009,1.55,1.7,-0.1499999999999999,1.15,0.85,0.29999999999999993
Antwerp,Club Brugge,A,2,2.0,2.0,2.0,2.0,1.4,1.8,-0.40000000000000013,1.4,0.6,0.7999999999999999,2.2,1.6,0.6000000000000001,2.0,0.7,1.3,1.7,1.35,0.34999999999999987,1.85,0.7,1.1500000000000001
St Truiden,Charleroi,A,2,4.0,3.0,3.0,4.0,1.2,1.8,-0.6000000000000001,0.8,1.8,-1.0,1.1,2.0,-0.8999999999999999,1.3,1.5,-0.19999999999999996,1.15,1.9,-0.75,1.55,1.0,0.55
Cercle Brugge,Oostende,A,1,1.0,3.0,3.0,1.0,1.2,2.4,-1.2,1.0,2.0,-1.0,1.7,2.0,-0.30000000000000004,1.6,1.4,0.20000000000000018,1.45,1.55,-0.10000000000000009,1.25,1.65,-0.3999999999999999
Kortrijk,Oud-Heverlee Leuven,A,0,0.0,0.0,0.0,0.0,1.8,1.6,0.19999999999999996,2.0,2.0,0.0,1.4,1.7,-0.30000000000000004,2.0,1.9,0.10000000000000009,1.4,1.3,0.09999999999999987,0.0,0.0,0.0
Mouscron,Beerschot VA,H,0,0.0,0.0,0.0,0.0,1.0,1.4,-0.3999999999999999,2.8,2.2,0.5999999999999996,0.7,1.8,-1.1,2.7,2.7,0.0,0.8,1.5,-0.7,0.0,0.0,0.0
Anderlecht,Genk,H,2,2.0,1.0,1.0,2.0,1.0,1.0,0.0,3.8,1.0,2.8,1.5,1.4,0.10000000000000009,2.9,1.1,1.7999999999999998,2.1,1.2,0.9000000000000001,2.15,1.4,0.75
Oud-Heverlee Leuven,Mouscron,H,0,0.0,0.0,0.0,0.0,2.0,2.2,-0.20000000000000018,1.2,1.8,-0.6000000000000001,1.9,1.9,0.0,0.7,1.9,-1.2,0.0,0.0,0.0,0.8,1.45,-0.6499999999999999
Charleroi,Kortrijk,D,1,1.0,1.0,1.0,1.0,1.4,1.8,-0.40000000000000013,2.0,2.2,-0.20000000000000018,1.5,1.5,0.0,1.7,1.7,0.0,1.75,1.0,0.75,1.55,1.35,0.19999999999999996
Oostende,Gent,H,2,2.0,3.0,3.0,2.0,0.6,2.0,-1.4,1.4,1.4,0.0,1.5,1.3,0.19999999999999996,1.8,1.8,0.0,1.2,1.6,-0.40000000000000013,1.65,1.6,0.04999999999999982
Standard,Mechelen,D,2,4.0,4.0,4.0,4.0,0.8,1.0,-0.19999999999999996,2.0,2.0,0.0,1.1,1.1,0.0,1.5,2.0,-0.5,1.1,0.9,0.20000000000000007,1.65,1.6,0.04999999999999982
Beerschot VA,Eupen,A,0,0.0,0.0,0.0,0.0,3.2,2.6,0.6000000000000001,1.4,1.8,-0.40000000000000013,3.2,2.8,0.40000000000000036,1.5,1.5,0.0,0.0,0.0,0.0,1.3,1.85,-0.55
Genk,Antwerp,H,2,3.0,3.0,3.0,3.0,3.4,0.8,2.5999999999999996,1.6,1.4,0.20000000000000018,2.7,1.4,1.3000000000000003,2.3,1.4,0.8999999999999999,2.0,1.3,0.7,1.6,1.2,0.40000000000000013
Club Brugge,St Truiden,H,2,8.0,1.0,1.0,8.0,1.4,1.0,0.3999999999999999,1.6,1.6,0.0,2.3,0.8,1.4999999999999998,1.3,2.2,-0.9000000000000001,1.85,0.7,1.1500000000000001,1.15,1.9,-0.75
Oud-Heverlee Leuven,Cercle Brugge,H,0,0.0,0.0,0.0,0.0,2.0,2.4,-0.3999999999999999,1.0,2.6,-1.6,2.0,1.9,0.10000000000000009,1.6,2.0,-0.3999999999999999,0.0,0.0,0.0,1.4,1.5,-0.10000000000000009
Waasland-Beveren,Mouscron,H,2,1.0,2.0,2.0,1.0,1.2,0.8,0.3999999999999999,1.2,1.8,-0.6000000000000001,1.3,2.0,-0.7,0.7,1.8,-1.1,1.05,2.35,-1.3,0.85,1.5,-0.65
Waregem,Anderlecht,D,2,1.0,9.0,9.0,1.0,1.6,1.4,0.20000000000000018,1.2,0.8,0.3999999999999999,1.2,2.2,-1.0000000000000002,1.5,1.2,0.30000000000000004,1.4,2.2,-0.8000000000000003,2.05,1.1,0.9499999999999997
Eupen,Mechelen,D,2,1.0,3.0,3.0,1.0,1.6,1.6,0.0,2.0,2.2,-0.20000000000000018,1.5,1.5,0.0,1.4,2.0,-0.6000000000000001,1.3,1.8,-0.5,1.6,1.7,-0.09999999999999987
Charleroi,Waasland-Beveren,A,2,6.0,0.0,0.0,6.0,1.6,1.8,-0.19999999999999996,1.0,1.6,-0.6000000000000001,1.7,1.3,0.3999999999999999,1.2,2.3,-1.0999999999999999,1.75,0.95,0.8,0.95,2.4,-1.45
Mouscron,St Truiden,H,2,2.0,3.0,3.0,2.0,0.6,2.0,-1.4,1.8,2.2,-0.40000000000000013,0.5,1.7,-1.2,1.2,2.0,-0.8,0.75,1.55,-0.8,1.2,1.8,-0.6000000000000001
Antwerp,Oud-Heverlee Leuven,H,0,0.0,0.0,0.0,0.0,1.6,1.2,0.40000000000000013,2.0,2.0,0.0,2.0,1.4,0.6000000000000001,1.9,1.9,0.0,1.55,1.15,0.40000000000000013,0.0,0.0,0.0
Kortrijk,Oostende,H,2,5.0,2.0,2.0,5.0,1.8,2.2,-0.40000000000000013,1.0,1.4,-0.3999999999999999,1.5,1.6,-0.10000000000000009,1.6,1.2,0.40000000000000013,1.5,1.4,0.10000000000000009,1.2,1.55,-0.3500000000000001
Anderlecht,Standard,D,2,2.0,1.0,1.0,2.0,1.6,1.2,0.40000000000000013,1.0,1.2,-0.19999999999999996,1.7,1.4,0.30000000000000004,1.4,1.1,0.2999999999999998,2.15,1.15,1.0,1.2,0.95,0.25
Gent,Waregem,A,2,4.0,2.0,2.0,4.0,1.8,1.8,0.0,1.2,2.0,-0.8,1.9,1.5,0.3999999999999999,1.0,2.2,-1.2000000000000002,1.85,1.5,0.3500000000000001,1.3,2.3,-0.9999999999999998
Mechelen,Beerschot VA,A,0,0.0,0.0,0.0,0.0,1.8,2.4,-0.5999999999999999,3.8,2.8,1.0,1.4,2.0,-0.6000000000000001,2.9,2.9,0.0,1.6,1.7,-0.09999999999999987,0.0,0.0,0.0
Mouscron,Club Brugge,D,2,0.0,2.0,2.0,0.0,0.8,2.2,-1.4000000000000001,1.6,1.2,0.40000000000000013,0.5,1.8,-1.3,2.5,0.9,1.6,0.8,1.65,-0.8499999999999999,1.85,0.7,1.1500000000000001
Cercle Brugge,Genk,A,2,1.0,3.0,3.0,1.0,1.8,2.0,-0.19999999999999996,2.8,0.8,1.9999999999999998,1.5,1.6,-0.10000000000000009,2.3,1.5,0.7999999999999998,1.4,1.35,0.04999999999999982,1.8,1.45,0.3500000000000001
St Truiden,Waasland-Beveren,D,2,1.0,2.0,2.0,1.0,1.6,2.0,-0.3999999999999999,1.0,1.6,-0.6000000000000001,1.1,1.9,-0.7999999999999998,1.2,2.6,-1.4000000000000001,1.25,1.75,-0.5,0.95,2.35,-1.4000000000000001
Eupen,Charleroi,H,2,1.0,2.0,2.0,1.0,1.2,1.8,-0.6000000000000001,1.6,1.6,0.0,1.2,1.4,-0.19999999999999996,1.9,1.1,0.7999999999999998,1.2,1.8,-0.6000000000000001,1.7,0.8,0.8999999999999999
Cercle Brugge,Mouscron,A,2,3.0,2.0,2.0,3.0,2.0,1.8,0.19999999999999996,0.4,2.2,-1.8000000000000003,1.7,1.6,0.09999999999999987,0.4,1.8,-1.4,1.4,1.35,0.04999999999999982,0.75,1.65,-0.8999999999999999
Waasland-Beveren,Oostende,H,2,4.0,1.0,1.0,4.0,1.0,2.2,-1.2000000000000002,1.6,1.0,0.6000000000000001,1.1,2.8,-1.6999999999999997,1.6,1.0,0.6000000000000001,0.9,2.35,-1.4500000000000002,1.2,1.5,-0.30000000000000004
Oud-Heverlee Leuven,St Truiden,D,0,0.0,0.0,0.0,0.0,2.2,2.0,0.20000000000000018,1.2,2.0,-0.8,1.8,1.8,0.0,1.0,2.0,-1.0,0.0,0.0,0.0,1.15,1.7,-0.55
Genk,Mouscron,H,2,4.0,3.0,3.0,4.0,2.2,0.8,1.4000000000000001,0.2,2.0,-1.8,1.9,1.4,0.5,0.4,1.4,-0.9999999999999999,1.75,1.4,0.3500000000000001,0.8,1.5,-0.7
Charleroi,Gent,A,2,5.0,2.0,2.0,5.0,1.8,1.6,0.19999999999999996,2.6,2.0,0.6000000000000001,2.0,1.0,1.0,1.8,1.6,0.19999999999999996,1.75,0.8,0.95,1.95,1.55,0.3999999999999999
Waregem,Mechelen,A,2,2.0,2.0,2.0,2.0,1.2,2.0,-0.8,1.8,2.2,-0.40000000000000013,1.3,2.1,-0.8,1.3,1.9,-0.5999999999999999,1.25,2.35,-1.1,1.6,1.7,-0.09999999999999987
Beerschot VA,Anderlecht,H,0,0.0,0.0,0.0,0.0,3.6,3.6,0.0,1.4,1.4,0.0,2.8,2.8,0.0,1.7,1.3,0.3999999999999999,0.0,0.0,0.0,2.15,1.15,1.0
Club Brugge,Kortrijk,H,2,5.0,2.0,2.0,5.0,2.0,1.2,0.8,1.8,2.0,-0.19999999999999996,2.4,1.0,1.4,1.5,1.5,0.0,1.9,0.8,1.0999999999999999,1.5,1.45,0.050000000000000044
Oostende,Antwerp,D,2,2.0,4.0,4.0,2.0,1.8,1.2,0.6000000000000001,2.2,1.2,1.0000000000000002,1.5,1.0,0.5,2.0,1.3,0.7,1.15,1.7,-0.55,1.6,1.15,0.4500000000000002
Waasland-Beveren,Cercle Brugge,A,2,1.0,2.0,2.0,1.0,1.4,2.6,-1.2000000000000002,1.8,2.2,-0.40000000000000013,1.4,2.7,-1.3000000000000003,1.7,1.7,0.0,1.0,2.3,-1.2999999999999998,1.3,1.4,-0.09999999999999987
Standard,Eupen,D,2,5.0,1.0,1.0,5.0,1.0,1.0,0.0,1.0,1.6,-0.6000000000000001,1.2,0.9,0.29999999999999993,1.0,1.6,-0.6000000000000001,1.25,0.95,0.30000000000000004,1.15,1.8,-0.6500000000000001
Cercle Brugge,Waregem,A,2,2.0,6.0,6.0,2.0,2.2,1.6,0.6000000000000001,1.0,2.2,-1.2000000000000002,1.6,1.5,0.10000000000000009,1.1,2.3,-1.1999999999999997,1.35,1.25,0.10000000000000009,1.1,2.5,-1.4
Gent,Anderlecht,D,2,4.0,4.0,4.0,4.0,2.8,2.4,0.3999999999999999,1.4,1.4,0.0,1.8,1.7,0.10000000000000009,1.9,1.3,0.5999999999999999,1.95,1.5,0.44999999999999996,2.1,1.1,1.0
Oostende,Club Brugge,A,2,0.0,4.0,4.0,0.0,2.2,0.8,1.4000000000000001,1.8,1.2,0.6000000000000001,1.5,0.9,0.6,2.5,0.9,1.6,1.1,1.6,-0.5,1.85,0.8,1.05
Antwerp,Standard,D,2,2.0,3.0,3.0,2.0,2.6,1.2,1.4000000000000001,1.2,1.2,0.0,2.0,1.4,0.6000000000000001,1.3,0.9,0.4,1.55,1.1,0.44999999999999996,1.2,0.95,0.25
St Truiden,Genk,A,2,5.0,4.0,4.0,5.0,1.0,2.2,-1.2000000000000002,2.2,1.0,1.2000000000000002,1.1,1.9,-0.7999999999999998,1.8,1.4,0.40000000000000013,1.15,1.65,-0.5,1.75,1.4,0.3500000000000001
Eupen,Waasland-Beveren,D,2,2.0,1.0,1.0,2.0,1.2,1.8,-0.6000000000000001,1.4,3.2,-1.8000000000000003,1.0,1.6,-0.6000000000000001,1.3,2.7,-1.4000000000000001,1.15,1.85,-0.7000000000000002,1.0,2.45,-1.4500000000000002
Kortrijk,Beerschot VA,D,0,0.0,0.0,0.0,0.0,1.0,1.6,-0.6000000000000001,3.2,3.0,0.20000000000000018,1.2,1.1,0.09999999999999987,2.6,2.4,0.20000000000000018,1.3,1.2,0.10000000000000009,0.0,0.0,0.0
Mechelen,Charleroi,D,2,3.0,4.0,4.0,3.0,1.4,2.2,-0.8000000000000003,1.8,1.2,0.6000000000000001,1.2,1.8,-0.6000000000000001,1.8,0.7,1.1,1.5,1.55,-0.050000000000000044,1.85,0.65,1.2000000000000002
Waregem,Kortrijk,D,2,2.0,4.0,4.0,2.0,0.8,3.2,-2.4000000000000004,1.0,1.8,-0.8,1.1,2.4,-1.2999999999999998,1.2,1.3,-0.10000000000000009,1.05,2.55,-1.4999999999999998,1.35,1.2,0.15000000000000013
Waasland-Beveren,Gent,A,1,0.0,2.0,2.0,0.0,1.4,3.0,-1.6,2.2,2.2,0.0,1.2,2.6,-1.4000000000000001,1.5,1.8,-0.30000000000000004,0.95,2.45,-1.5000000000000002,1.8,1.5,0.30000000000000004
Standard,Oostende,H,2,6.0,2.0,2.0,6.0,1.4,1.4,0.0,2.4,0.6,1.7999999999999998,1.3,0.9,0.4,1.7,1.2,0.5,1.2,1.05,0.1499999999999999,1.2,1.6,-0.40000000000000013
Anderlecht,Antwerp,H,2,1.0,2.0,2.0,1.0,2.0,1.8,0.19999999999999996,3.0,1.4,1.6,2.0,1.5,0.5,2.1,1.4,0.7000000000000002,2.15,1.1,1.0499999999999998,1.6,1.1,0.5
Club Brugge,Mechelen,D,2,8.0,0.0,0.0,8.0,2.6,0.8,1.8,1.0,2.0,-1.0,2.3,0.8,1.4999999999999998,1.1,1.7,-0.5999999999999999,1.95,0.7,1.25,1.4,1.6,-0.20000000000000018
Charleroi,Cercle Brugge,H,2,6.0,0.0,0.0,6.0,1.6,1.2,0.40000000000000013,2.2,1.4,0.8000000000000003,1.9,0.8,1.0999999999999999,1.7,1.4,0.30000000000000004,1.75,0.7,1.05,1.35,1.25,0.10000000000000009
Beerschot VA,Oud-Heverlee Leuven,H,0,0.0,0.0,0.0,0.0,2.6,3.2,-0.6000000000000001,2.0,1.8,0.19999999999999996,2.4,2.3,0.10000000000000009,1.7,1.5,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0
Genk,Eupen,H,2,2.0,3.0,3.0,2.0,2.0,1.2,0.8,1.6,1.2,0.40000000000000013,1.6,1.5,0.10000000000000009,1.1,1.3,-0.19999999999999996,1.55,1.5,0.050000000000000044,1.15,1.7,-0.55
Gent,Genk,A,2,6.0,1.0,1.0,6.0,2.2,2.2,0.0,2.0,2.0,0.0,1.5,2.0,-0.5,1.8,1.6,0.19999999999999996,1.8,1.5,0.30000000000000004,1.65,1.5,0.1499999999999999
St Truiden,Standard,H,2,2.0,1.0,1.0,2.0,1.0,2.8,-1.7999999999999998,1.4,1.2,0.19999999999999996,0.9,1.9,-0.9999999999999999,1.3,0.7,0.6000000000000001,1.1,1.9,-0.7999999999999998,1.25,1.0,0.25
Oostende,Waregem,H,2,1.0,3.0,3.0,1.0,2.2,1.0,1.2000000000000002,0.8,3.0,-2.2,1.5,1.5,0.0,1.1,2.8,-1.6999999999999997,1.05,1.65,-0.5999999999999999,1.3,2.45,-1.1500000000000001
Antwerp,Beerschot VA,H,0,0.0,0.0,0.0,0.0,3.0,1.4,1.6,3.2,3.0,0.20000000000000018,1.9,1.2,0.7,0.0,0.0,0.0,1.5,1.0,0.5,0.0,0.0,0.0
Oud-Heverlee Leuven,Club Brugge,H,0,0.0,0.0,0.0,0.0,1.8,1.6,0.19999999999999996,3.2,0.6,2.6,0.0,0.0,0.0,2.4,0.7,1.7,0.0,0.0,0.0,1.95,0.65,1.2999999999999998
